ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2044-06-09,47,64755,604,Employed,Associate,24,17679,48,Single,0,Mortgage,329,0.0957142225433365,5,0,0.2057663171069246,0,Auto,0,26,5,6042,1009,35722,55594,5396.25,0.8678764365622175,3,3400,0.210679,0.2051205918929463,542.8133821927765,0.1615591164591663,0,50.0
2044-06-10,18,82077,517,Employed,High School,0,16535,84,Married,1,Rent,381,0.1785786042705514,1,1,0.3442933335713289,0,Debt Consolidation,0,21,12,3314,3222,6536,83540,6839.75,0.6712274041374179,5,9966,0.283035,0.2763895698015298,446.8237794665953,0.1210312920014028,0,52.0
2044-06-11,55,15000,639,Employed,High School,36,24301,24,Single,2,Mortgage,237,0.2777572426112084,6,1,0.369192404422799,0,Home,0,28,26,564,1331,25284,6543,1250.0,0.6084154970615404,9,18741,0.179801,0.1614964852611848,1191.5908857843506,1.1428727086274804,0,53.0
2044-06-12,41,39583,632,Employed,Associate,18,24685,36,Married,4,Other,253,0.3942380252128147,1,0,0.7589500700241677,0,Debt Consolidation,0,28,25,947,492,55068,7589,3298.583333333333,0.9400763672190467,8,47479,0.193685,0.2130446352594397,933.8723366971911,0.3598127489166131,0,56.0
2044-06-13,39,34829,524,Employed,High School,16,21379,24,Married,0,Mortgage,488,0.0479379821171438,2,0,0.6184688620726336,0,Home,1,16,25,3629,2094,34226,8889,2902.4166666666665,0.9252142513117873,6,25337,0.234379,0.2750849123404205,1168.1133674484415,0.5705980765850671,0,64.0
2044-06-14,43,82536,535,Employed,High School,20,35470,12,Single,1,Rent,407,0.3792499129417223,3,2,0.567446585054659,0,Debt Consolidation,0,19,12,3101,977,46232,41539,6878.0,0.5975378267165398,9,4693,0.23297,0.1936293461494994,3274.9408311501006,0.5353214351773917,0,57.0
2044-06-15,35,47283,552,Employed,Master,13,15352,24,Divorced,1,Mortgage,517,0.1957233256383413,4,0,0.0759044777257901,0,Debt Consolidation,0,25,6,734,2097,83163,31867,3940.25,0.7775918024444459,5,51296,0.214352,0.2083496440935214,787.628609084561,0.3311030033841916,0,50.0
2044-06-16,42,69643,595,Employed,Bachelor,19,25930,120,Married,0,Rent,229,0.0797343917179429,2,0,0.073000431872882,0,Home,0,23,23,4479,1993,25358,105296,5803.583333333333,0.9132632032180804,5,9250,0.28343,0.3063737347283319,695.7996273210501,0.1593497627593958,0,49.0
2044-06-17,32,31898,469,Employed,High School,11,32912,60,Single,0,Own,151,0.2320048040784117,3,0,0.5795458742451899,0,Auto,0,21,23,6534,1266,97479,5961,2658.1666666666665,0.4901906807291993,5,91518,0.3034119999999999,0.2932497869719985,1051.2094833051249,0.4522701673980029,0,57.0
2044-06-18,55,38550,592,Employed,Associate,36,14558,48,Married,2,Mortgage,455,0.4022105832663279,4,1,0.0816006189351868,0,Home,0,18,27,6428,277,8288,37760,3212.5,0.716509215994283,2,1560,0.213558,0.1949421324889776,439.0916055668086,0.2783164530947264,1,41.6
2044-06-19,38,75068,535,Self-Employed,Bachelor,14,15167,48,Married,3,Own,456,0.5120483960677829,2,0,0.1314308487256846,0,Other,0,27,23,741,1139,29384,38720,6255.666666666667,0.8296285229089976,8,6353,0.242667,0.2721273439280607,521.7925405363219,0.1563050898709951,1,43.2
2044-06-20,35,44144,552,Employed,High School,15,11919,72,Single,1,Mortgage,385,0.439055585654878,1,0,0.2648707255788271,0,Education,1,22,11,1058,1547,34538,9417,3678.6666666666665,0.8685918242959006,4,25121,0.250919,0.2513724837365576,322.06874353927765,0.1922078860654071,0,60.0
2044-06-21,28,54231,595,Employed,Bachelor,6,31778,60,Married,1,Mortgage,993,0.0814162602567421,1,1,0.3012662992751397,0,Auto,0,29,2,4042,1127,112103,64569,4519.25,0.7759407982633585,3,47534,0.239278,0.2871336,1003.1548322062196,0.4417004662734346,0,57.0
2044-06-22,43,23831,627,Employed,Associate,22,7449,60,Married,1,Rent,349,0.3213033587185961,3,2,0.1309459328120465,0,Debt Consolidation,0,17,28,2144,465,29434,44422,1985.9166666666667,0.6796260175325082,6,1037,0.198949,0.2106635396545735,201.7986167029785,0.277352331015725,0,49.0
2044-06-23,42,76617,583,Employed,Associate,16,25134,96,Married,2,Other,158,0.0381696104397712,3,1,0.177235158278253,0,Home,0,22,6,1727,964,29099,22706,6384.75,0.9749157133580264,7,6393,0.268634,0.2703998418573139,641.9414349804754,0.1252893903411215,0,51.0
2044-06-24,44,25598,537,Employed,High School,22,17967,48,Married,2,Mortgage,441,0.1473620810809934,4,0,0.2365627629359344,0,Debt Consolidation,0,19,28,4108,1355,66356,21913,2133.1666666666665,0.8345889304225783,4,44443,0.244467,0.2794188403690691,625.5911843814496,0.500003680466341,0,53.0
2044-06-25,27,107049,499,Employed,Associate,5,16831,48,Married,2,Mortgage,723,0.0832597944139152,0,1,0.2404215826646559,0,Home,0,15,21,543,217,57317,9092,8920.75,0.6733570933481987,7,48225,0.262331,0.2774089858833893,584.103827152717,0.1465239836507824,1,40.0
2044-06-26,20,35969,576,Employed,Master,0,16034,36,Married,1,Rent,377,0.37558434750907,4,0,0.2559242599294062,0,Home,0,21,22,13695,981,33112,18864,2997.4166666666665,0.5570233850782071,6,14248,0.213034,0.1978532487241613,594.128502147509,0.3239884908051408,0,53.0
2044-06-27,47,48043,653,Employed,Bachelor,20,7996,72,Married,0,Mortgage,256,0.3662347493015386,1,1,0.1473417608102258,0,Auto,0,29,7,2023,844,29755,22734,4003.5833333333335,0.8161741470190264,5,7021,0.196496,0.2026310946720368,192.7482408754205,0.1120866492622243,0,46.0
2044-06-28,57,127311,545,Employed,Master,34,20471,48,Married,3,Mortgage,414,0.2983207764951767,3,0,0.3353827694114659,0,Home,0,19,25,2649,7130,51619,49551,10609.25,0.9423263109412652,5,2068,0.242971,0.2384748684756865,665.6673439502483,0.1017666040436645,1,41.6
2044-06-29,27,47609,512,Employed,Bachelor,5,18159,60,Married,3,Own,330,0.3160816397235473,5,0,0.0065450673810995,0,Home,1,22,2,15815,2946,69784,98992,3967.4166666666665,0.7567611402533945,6,7986,0.267159,0.3033012889210536,591.1928813849274,0.2321895981142038,0,61.0
2044-06-30,59,87802,627,Employed,Bachelor,35,14789,48,Divorced,1,Mortgage,308,0.1224442546466438,3,1,0.2083762125780839,0,Auto,0,19,13,5667,539,33378,26664,7316.833333333333,0.9558601357375848,5,6714,0.196289,0.1637363541252397,421.95980429274266,0.0997644433100944,1,37.6
2044-07-01,43,36533,610,Employed,High School,24,17690,36,Married,5,Own,435,0.3618848093065495,3,0,0.2894592267957989,0,Other,0,15,15,3122,1165,46519,36960,3044.4166666666665,0.5177297472164628,8,9559,0.19769,0.1935607891861766,651.634182309176,0.3569268931571487,0,50.0
2044-07-02,39,69965,601,Employed,Bachelor,16,29796,108,Single,0,Own,431,0.2169567663327183,4,1,0.4543478995783442,0,Auto,0,31,8,2778,5053,73458,5377,5830.416666666667,0.8938503344703699,9,68081,0.274296,0.2858794891570525,770.4334657887115,0.2060630542337531,0,52.0
2044-07-03,35,50220,604,Self-Employed,Master,9,19533,48,Single,1,Other,391,0.4657426459790639,2,1,0.1631673948380907,0,Education,0,27,1,11492,356,22534,111348,4185.0,0.8198925864917661,4,1164,0.212533,0.2097242522394276,604.5632538596565,0.2378884716510529,0,55.0
2044-07-04,23,60343,559,Employed,High School,0,22390,24,Married,1,Mortgage,372,0.3280348775669676,5,0,0.5285138318029168,0,Home,0,27,8,6186,775,16605,70590,5028.583333333333,0.8913604316799714,5,3885,0.2178899999999999,0.2161907762772404,1157.3443921777452,0.3041302670754345,0,59.0
2044-07-05,51,101028,557,Self-Employed,Associate,28,19380,24,Married,2,Rent,239,0.3312781996691225,7,4,0.1052775297179012,0,Education,0,17,23,3324,130,302943,33283,8419.0,0.795545379318022,0,269660,0.21588,0.2171556750723722,1002.6785797878708,0.1474852808870258,1,36.8
2044-07-06,30,15000,571,Employed,High School,7,22733,60,Divorced,2,Mortgage,973,0.3904453628369976,3,0,0.1777524184178935,0,Education,0,15,28,4318,1263,159853,14706,1250.0,0.8708511081129277,3,145147,0.242233,0.2530690974049008,671.3401769875018,1.3154721415900017,0,48.0
2044-07-07,30,69223,628,Self-Employed,Master,8,26342,36,Married,1,Other,287,0.2093991273887074,2,1,0.5565705887464668,0,Home,0,15,18,3196,805,302859,6913,5768.583333333333,0.7987251958175742,6,295946,0.197342,0.2282057314758866,1017.229677067078,0.2260918498881143,0,52.0
2044-07-08,51,174703,598,Employed,Bachelor,28,18932,60,Single,2,Mortgage,606,0.0582716808030692,2,2,0.1916717401146781,0,Education,0,25,27,1969,462,28049,15657,14558.583333333334,0.8867103534795222,3,12392,0.224932,0.2199661718175627,522.8448302525087,0.077538095871451,1,37.6
2044-07-09,18,71515,629,Employed,Master,0,28997,36,Single,2,Own,444,0.2831615078433246,3,3,0.5769497266641739,0,Education,0,17,2,3574,1046,75946,12082,5959.583333333333,0.8493562457323018,3,63864,0.199497,0.2023354864565604,1081.0861482151583,0.2559048280581962,0,57.0
2044-07-10,21,128843,511,Employed,High School,0,97917,24,Married,0,Mortgage,306,0.4663355989019315,8,1,0.1464588582601358,0,Education,0,30,19,11924,525,37863,6974,10736.916666666666,0.6847651590899438,5,30889,0.317417,0.319018663139257,5571.130434500943,0.5473759941480043,0,49.0
2044-07-11,39,27764,526,Unemployed,Master,21,25312,48,Single,3,Rent,159,0.4566721041747205,3,1,0.2127492793687639,0,Home,0,29,16,3205,4634,23618,5912,2313.6666666666665,0.7566198405393986,5,17706,0.257312,0.2479371252757895,836.3635811113647,0.4302104514240159,0,58.0
2044-07-12,43,45279,469,Employed,High School,20,9294,108,Single,2,Mortgage,1192,0.4651919551444491,8,1,0.1765523177818996,0,Education,0,16,2,1268,260,69225,21428,3773.25,0.8997191908473989,2,47797,0.319794,0.2939864401204043,245.68709388947107,0.3810208954851841,0,56.0
2044-07-13,45,61858,576,Employed,High School,18,19651,48,Divorced,2,Rent,627,0.7492800643368599,3,2,0.2376838205739827,0,Debt Consolidation,0,19,13,3429,567,26706,64794,5154.833333333333,0.7272296713017022,4,4732,0.226651,0.2517229461760445,653.4605353451649,0.2483999874574344,0,54.0
2044-07-14,36,28702,606,Employed,High School,14,16271,48,Married,3,Other,201,0.4022086212323266,1,1,0.3701076766842199,0,Home,0,24,18,8065,3296,88863,4635,2391.833333333333,0.8181014488252605,3,84228,0.208271,0.1798636689713275,477.84471355752623,0.2838177326559234,0,52.0
2044-07-15,70,23269,544,Unemployed,High School,50,12320,36,Widowed,0,Rent,277,0.34634991092454,2,2,0.6057096959186306,0,Debt Consolidation,0,18,5,1997,358,62456,17394,1939.0833333333333,0.5553440411121815,6,45062,0.22532,0.2436829744498411,485.7343525901901,0.3933478976785544,0,65.0
2044-07-16,37,160724,583,Employed,High School,13,17197,60,Married,3,Other,300,0.3756840176257394,8,1,0.2122965133089843,0,Education,0,32,13,10882,5558,91390,16445,13393.666666666666,0.8873861261027599,3,74945,0.2306969999999999,0.229031688765066,483.8352851262173,0.0585228305761094,1,38.400000000000006
2044-07-17,37,84123,558,Employed,Associate,11,29285,48,Single,0,Own,820,0.1800796414419275,6,1,0.4519679228376559,0,Auto,0,24,19,3569,3593,39206,48744,7010.25,0.8705561261242121,4,1376,0.245285,0.2342773134587845,945.5035215702392,0.251846014274846,0,54.0
2044-07-18,30,66965,574,Employed,Bachelor,6,18137,72,Married,0,Mortgage,696,0.1183746568193553,2,0,0.1780230225474517,0,Education,0,32,25,4656,1061,32434,59836,5580.416666666667,0.838985661364631,4,7549,0.246137,0.2026403778619236,437.2127479694769,0.203069558360841,1,39.2
2044-07-19,41,50184,505,Employed,Master,15,24353,60,Married,3,Own,261,0.5374940655496567,2,0,0.1937309199020985,0,Other,0,20,21,295,534,201770,16281,4182.0,0.7752308325616543,7,185489,0.2768529999999999,0.2996971010696347,787.4492187817089,0.250705217307917,0,47.0
2044-07-20,47,58154,617,Self-Employed,Bachelor,23,15360,36,Married,1,Mortgage,305,0.1568461825331353,1,2,0.1418907648635302,0,Home,0,30,14,590,1929,67526,4058,4846.166666666667,0.5952216135799957,2,63468,0.19186,0.1611968379710211,540.9200603535883,0.17455447130452,1,37.6
2044-07-21,54,78004,618,Employed,High School,30,39091,108,Divorced,3,Rent,582,0.3885017256479828,3,0,0.256503033200981,0,Auto,0,26,1,929,583,43852,17094,6500.333333333333,0.8840752655127762,7,26758,0.275091,0.2920093060959036,1027.8450682572343,0.2476557717435876,0,53.0
2044-07-22,22,97952,585,Employed,High School,1,16453,48,Married,2,Mortgage,575,0.3111842147726777,6,1,0.2065836922132539,0,Home,0,22,7,1985,272,53607,11992,8162.666666666667,0.62621781859408,7,41615,0.218953,0.2542168943784501,549.4110206635181,0.1377504517310745,0,52.0
2044-07-23,37,27435,504,Employed,Associate,14,25663,60,Single,2,Mortgage,288,0.1410195490850692,2,5,0.1356414113296887,0,Debt Consolidation,0,30,15,10904,1949,161931,22189,2286.25,0.7977699920117138,5,139742,0.278663,0.2800443987584896,799.1073053865392,0.475498001262565,0,47.0
2044-07-24,45,55534,605,Employed,Bachelor,23,20773,72,Married,2,Own,345,0.207969211379808,1,1,0.2781635451003372,0,Debt Consolidation,1,28,22,5149,770,59148,3504,4627.833333333333,0.930788884895578,5,55644,0.233273,0.2324140544582822,537.3609130809375,0.1906639348321974,0,53.0
2044-07-25,47,47171,589,Unemployed,Bachelor,25,29066,60,Single,5,Rent,1124,0.485651627629,2,1,0.0718888290237792,0,Auto,0,30,24,14699,958,152202,38165,3930.9166666666665,0.8351630674572603,3,114037,0.239566,0.2134741918640164,792.0240323067243,0.4874242307282163,0,51.0
2044-07-26,40,27515,593,Employed,Bachelor,18,35813,36,Divorced,2,Rent,385,0.5694530091187879,6,2,0.161839892069784,0,Education,0,18,24,20099,2318,68494,5398,2292.9166666666665,0.9687945131605592,2,63096,0.224313,0.2143515037086997,1357.2718470957798,0.7598496153061733,0,51.0
2044-07-27,46,31999,571,Employed,High School,23,35438,48,Single,0,Mortgage,306,0.5404640682512369,1,1,0.7368958297658886,0,Home,0,27,5,3893,3469,199014,3420,2666.583333333333,0.8740492321009667,5,195594,0.244938,0.2279920549247682,1131.9449805355746,0.5392462191451888,0,58.0
2044-07-28,30,56953,607,Employed,Associate,10,11793,48,Married,2,Own,213,0.5626459374218438,7,1,0.3904305126024319,1,Debt Consolidation,0,23,19,3794,1026,56609,14260,4746.083333333333,0.8127939487442278,5,42349,0.203293,0.216370425126788,369.2312875638885,0.1226761619364504,0,64.0
2044-07-29,58,49859,620,Employed,Bachelor,34,39495,12,Single,1,Rent,316,0.5927934181260969,4,1,0.4185703596502718,0,Home,0,33,16,1429,7785,81906,30080,4154.916666666667,0.7902310833786612,2,51826,0.194495,0.2215603058548373,3699.476483435509,0.966439716023709,0,53.0
2044-07-30,51,54167,592,Employed,Bachelor,30,20040,72,Single,3,Own,782,0.3593368843554884,1,2,0.2824694228112754,0,Home,0,20,21,3644,539,53806,15367,4513.916666666667,0.835820615203635,3,38439,0.23904,0.2125355748007857,494.6868818694013,0.2828335071617925,0,52.0
2044-07-31,23,63770,558,Employed,High School,1,20238,12,Single,2,Rent,595,0.5635446100089135,1,3,0.1527411352922534,0,Home,0,21,11,15667,4102,47252,9013,5314.166666666667,0.7824713953798288,9,38239,0.206238,0.2178397294133118,1892.059576841399,0.4680055656593505,0,51.0
2044-08-01,27,69315,587,Employed,High School,4,22223,36,Married,0,Mortgage,271,0.3293251794867555,0,1,0.626558383011364,0,Home,0,22,5,1452,2080,153134,12019,5776.25,0.9049729479963778,3,141115,0.213723,0.2195094853630541,848.1426181108939,0.1937489925316414,0,56.0
2044-08-02,27,245401,517,Employed,Master,6,27973,36,Single,0,Rent,292,0.2849904357111631,3,1,0.1915847455837037,0,Education,0,22,16,4370,1985,116867,19294,20450.08333333333,0.8307452308198118,4,97573,0.254473,0.2482471294708421,1109.609956081516,0.0685381048690844,1,36.8
2044-08-03,48,84127,609,Self-Employed,Bachelor,29,17138,72,Single,0,Mortgage,725,0.4158324877659053,6,0,0.2758120191181346,0,Home,0,28,10,1115,1275,25443,182538,7010.583333333333,0.9084765423971332,4,2872,0.227638,0.2141560859668663,424.68685282662966,0.1639930371214896,1,41.6
2044-08-04,24,27037,460,Employed,Bachelor,2,10874,36,Married,1,Other,387,0.4263376986594757,3,0,0.1084645232707139,0,Debt Consolidation,0,24,3,2632,2466,58299,27720,2253.083333333333,0.8570162388417738,2,30579,0.265874,0.2710133829272336,444.5247835168401,0.369060820438735,0,56.0
2044-08-05,36,88887,613,Employed,Associate,16,15328,12,Single,1,Own,561,0.2656551333245442,9,0,0.1384427895621189,0,Auto,0,21,20,1793,331,876456,67530,7407.25,0.8619216623564758,6,808926,0.173828,0.1715268803423213,1399.097360137343,0.2646187667673351,1,30.4
2044-08-06,45,43836,621,Employed,Bachelor,21,27277,36,Single,1,Mortgage,426,0.3941253838404624,3,1,0.5079201117702526,0,Home,0,31,6,8695,96,87950,5166,3653.0,0.9308800975363642,4,82784,0.201777,0.1978447859406116,1010.718153633609,0.3932981531983599,0,56.0
2044-08-07,39,30464,499,Employed,Associate,19,14420,72,Widowed,0,Mortgage,626,0.3965145945063372,2,0,0.0369826980870893,0,Education,0,16,26,3708,470,23094,4996,2538.6666666666665,0.981653332881428,6,18098,0.2799199999999999,0.2523529573678285,390.5186812604805,0.4004143965049161,0,51.0
2044-08-08,43,68497,604,Employed,High School,18,11393,48,Widowed,1,Rent,527,0.3282408642961368,3,1,0.1101640274183599,0,Home,0,29,2,19077,1123,68288,11949,5708.083333333333,0.8114477324516286,4,56339,0.204393,0.1706007894581582,329.09972955777886,0.1499802437288253,1,39.2
2044-08-09,27,90518,523,Employed,Associate,5,23659,60,Divorced,2,Rent,304,0.3416419117475154,4,1,0.1225835618912184,0,Auto,0,25,21,5910,1131,224519,26519,7543.166666666667,0.8149187701436503,7,198000,0.267159,0.2550455411062229,701.4387339658232,0.1332913321945897,1,36.0
2044-08-10,47,35689,615,Self-Employed,Associate,24,10186,36,Single,2,Mortgage,198,0.2979008398946981,5,2,0.163016403899469,0,Education,0,26,22,5261,496,59663,37954,2974.083333333333,0.8366519680002706,4,21709,0.187686,0.2019973663288589,379.5856974582503,0.1942062924009919,0,51.0
2044-08-11,32,47930,564,Employed,Associate,13,26416,60,Divorced,1,Rent,252,0.4478051789331708,1,1,0.4595463988112178,0,Education,0,17,5,6937,163,51074,167129,3994.1666666666665,0.717649874742814,7,4955,0.2494159999999999,0.2586841465319554,788.8509240941586,0.2605927621349865,0,60.0
2044-08-12,36,66901,596,Employed,High School,13,14054,36,Married,1,Rent,480,0.2012175335869672,7,1,0.3483423712392148,0,Other,0,31,11,3799,179,83730,31718,5575.083333333333,0.7555900538623886,7,52012,0.201054,0.1982208324708861,521.0238308000793,0.1795531601859606,1,41.6
2044-08-13,42,27658,592,Employed,Bachelor,20,14546,36,Married,3,Mortgage,641,0.3697320875835705,3,0,0.4378135712040819,0,Home,0,32,22,2476,246,53485,23883,2304.833333333333,0.8727258617017454,2,29602,0.203546,0.203681017077161,543.3135588404423,0.5138391317551995,0,58.0
2044-08-14,41,17160,602,Employed,Associate,21,37635,36,Single,0,Other,646,0.1033309387704662,3,2,0.138803138129969,0,Education,0,25,2,3674,432,19770,11908,1430.0,0.6327664140418051,6,7862,0.221635,0.2001414705774108,1398.9227590375413,1.430015915410868,0,52.0
2044-08-15,40,17884,562,Employed,High School,17,38029,60,Single,3,Mortgage,619,0.5804548750059546,2,1,0.0327148600094353,0,Education,0,25,13,1998,254,86111,26260,1490.3333333333333,0.8073525845202464,8,59851,0.262029,0.2432781217555364,1101.2648954802064,1.1542819696802995,0,51.0
2044-08-16,30,103673,579,Employed,Bachelor,8,25574,96,Married,0,Mortgage,151,0.2176885320548271,5,0,0.2681035353592774,0,Home,0,23,4,685,5191,66625,10862,8639.416666666666,0.6390635459098275,8,55763,0.271074,0.2889582699846294,685.6504296255672,0.0968410787331977,0,52.0
2044-08-17,36,40930,553,Employed,Bachelor,14,23647,108,Single,4,Mortgage,239,0.0924870399792955,2,1,0.5948922932537236,0,Auto,0,23,21,8781,1417,171164,22199,3410.833333333333,0.617698485667623,5,148965,0.292147,0.2951250705085173,627.0368700564459,0.253907706833065,0,54.0
2044-08-18,40,41904,611,Self-Employed,Master,17,22302,48,Single,0,Other,563,0.0545642023431682,1,1,0.330290614253437,0,Education,0,22,21,5500,4486,9986,17440,3492.0,0.8007942596141305,4,5600,0.211802,0.1915699555963212,668.6814445674711,0.3527151903114178,0,54.0
2044-08-19,23,104596,505,Employed,Bachelor,1,10880,12,Married,1,Mortgage,262,0.2943591359540055,4,2,0.3831019614998522,0,Other,0,33,28,1718,400,76233,99257,4716.583333333333,0.6868788594396985,11,7373,0.22338,0.2231935371820196,1019.9798114930109,0.2718026420593319,1,42.400000000000006
2044-08-20,34,95376,591,Employed,High School,11,9102,48,Widowed,1,Mortgage,202,0.2119594251616726,4,1,0.2972989776841099,0,Auto,0,12,28,7368,1186,168042,60134,7948.0,0.9425741783440276,5,107908,0.208602,0.2231036248484113,288.30414976335345,0.0616889972022337,1,37.6
2044-08-21,44,31795,657,Employed,Master,22,23809,72,Widowed,1,Mortgage,690,0.4270981729324004,4,6,0.2818199728777572,0,Debt Consolidation,0,24,24,3244,1112,8031,8235,2649.583333333333,0.7881058032573681,8,8572,0.210309,0.2057541541239894,578.2619150284917,0.4786646636371096,0,48.0
2044-08-22,24,15000,559,Employed,High School,1,76006,96,Single,0,Rent,707,0.3512803951102376,3,1,0.364270311049197,0,Home,0,30,21,10218,998,111733,9249,1250.0,0.8594350991045938,10,102484,0.331506,0.3978072,2634.731891334146,2.6733855130673168,0,52.0
2044-08-23,53,128794,635,Self-Employed,Bachelor,32,13401,60,Single,0,Rent,305,0.3222595514806963,2,1,0.1660136708438877,0,Education,0,24,4,6779,238,122162,13810,10732.833333333334,0.965173545695648,7,108352,0.200901,0.1735584258189572,335.6188131146,0.0596877630741742,1,37.6
2044-08-24,55,67322,523,Employed,High School,35,16116,24,Single,0,Own,462,0.346971245584738,2,3,0.1493933601811323,0,Home,0,17,27,1159,597,275291,26321,5610.166666666667,0.8803497186343984,7,248970,0.229616,0.2115050399355716,829.3229969079117,0.2301755141394334,1,36.8
2044-08-25,25,22106,595,Employed,Bachelor,4,24769,12,Married,2,Rent,139,0.2139309277154249,7,0,0.065556456166867,0,Auto,0,27,8,4170,3659,146042,3406,1842.1666666666667,0.5930927174687685,3,142636,0.192269,0.2106565068648948,2307.1155605738068,1.3278470427434037,0,49.0
2044-08-26,56,52532,658,Employed,Master,31,12526,36,Married,4,Mortgage,816,0.3056549031281931,1,1,0.4899890315782778,0,Auto,0,23,6,8452,2927,30200,39541,4377.666666666667,0.8587265449591067,4,5051,0.168526,0.1994383094399342,465.1526330823857,0.292656506452993,0,52.0
2044-08-27,38,30498,597,Self-Employed,Bachelor,14,7031,36,Single,2,Rent,689,0.3409644211613494,1,1,0.112475035106056,0,Debt Consolidation,0,30,26,12435,1322,13757,26507,2541.5,0.9134968761916574,2,2621,0.193531,0.1892528934010053,257.4629687616276,0.3724032928434497,0,54.0
2044-08-28,45,79261,626,Employed,Associate,20,33452,36,Married,2,Own,339,0.1630471524458312,4,3,0.31401540994538,0,Debt Consolidation,0,23,22,2442,1896,87614,37535,6605.083333333333,0.7331608967838884,8,50079,0.205452,0.1893732935640262,1225.1574777616745,0.2368111647990826,1,38.400000000000006
2044-08-29,34,90592,593,Employed,Doctorate,9,33390,84,Married,1,Rent,462,0.5995399066998661,3,0,0.3906867237465118,0,Home,1,26,17,3435,970,44393,46369,7549.333333333333,0.9416013613595984,4,8614,0.26189,0.2312585505802672,805.5639981974431,0.1679040972532819,0,60.0
2044-08-30,51,77429,614,Employed,High School,29,10368,60,Married,0,Rent,498,0.0704399063965722,4,0,0.1810427986853751,0,Debt Consolidation,0,21,19,8076,132,43009,15257,6452.416666666667,0.8575224649082968,3,27752,0.208368,0.1910483210902882,269.55004208319247,0.1189554366580778,1,36.8
2044-08-31,44,50349,626,Employed,Associate,21,12652,24,Divorced,3,Rent,248,0.3489444524064042,3,3,0.484075455152977,0,Education,0,24,29,430,796,59528,19418,4195.75,0.8503978284739342,4,40110,0.174652,0.1777053809276592,630.2378916448782,0.2093160678412389,1,42.400000000000006
2044-09-01,30,65716,544,Employed,Master,7,19375,108,Married,1,Mortgage,564,0.598014230999976,3,0,0.0652340327017518,0,Home,0,23,16,1926,501,38197,89178,5476.333333333333,0.7900094133905974,2,5776,0.292375,0.3407767419075541,578.315255144356,0.2085912572544322,0,51.0
2044-09-02,26,30841,585,Employed,Bachelor,2,17443,48,Married,0,Rent,493,0.1494532507990852,1,2,0.220705215727944,0,Debt Consolidation,0,21,2,4035,260,208787,33559,2570.083333333333,0.8800869252811878,7,175228,0.219943,0.2176738078669576,547.3600439475185,0.4047962299332129,0,52.0
2044-09-03,22,28585,553,Employed,Bachelor,0,52382,120,Widowed,3,Mortgage,348,0.4006362132792667,2,2,0.2579614205201886,0,Home,0,24,17,3080,1476,34499,107659,2382.083333333333,0.9671095944632428,6,9864,0.330882,0.3782692981002329,1692.037488016432,0.8564089507153116,0,55.0
2044-09-04,42,56533,563,Employed,Bachelor,19,23821,96,Married,3,Mortgage,277,0.0817849121523256,2,0,0.1108433460892052,0,Debt Consolidation,0,21,27,17965,705,18670,4265,4711.083333333333,0.6315193126908331,6,14405,0.277321,0.2683968212079699,605.1754051164404,0.1872553174499369,0,49.0
2044-09-05,46,35178,588,Employed,Associate,23,24315,60,Widowed,1,Mortgage,252,0.2175970738589005,2,3,0.4975613949105552,0,Home,0,17,28,1666,444,70816,27428,2931.5,0.9234387060087598,10,43388,0.235315,0.2319653473359622,688.1996629598636,0.3207230642878607,0,57.0
2044-09-06,47,43792,567,Unemployed,High School,23,19162,120,Married,3,Own,277,0.4102084810964483,4,1,0.1621868483837493,0,Auto,0,21,27,2690,1396,56932,71096,3649.3333333333335,0.94176883603769,2,2880,0.290662,0.3313759089535235,550.0832682686575,0.2266395510418316,0,55.0
2044-09-07,38,17217,579,Employed,High School,14,23770,108,Married,0,Mortgage,1408,0.0707424754538064,1,1,0.6421943316770631,0,Debt Consolidation,0,20,18,3931,2506,66912,8958,1434.75,0.3799663054431716,7,57954,0.27927,0.2804173208788467,605.418889828391,1.4033238472405585,0,57.0
2044-09-08,26,79079,469,Employed,Associate,3,22508,24,Married,4,Rent,451,0.1079411407355416,5,2,0.330057331153867,1,Home,0,25,11,8981,790,73916,19040,6589.916666666667,0.7657071196144382,7,54876,0.263008,0.2600936135839002,1212.7150263284425,0.2524637427881145,0,63.0
2044-09-09,31,24507,463,Employed,Associate,8,20415,36,Married,2,Mortgage,542,0.2114957708279701,1,0,0.1056793209787377,0,Debt Consolidation,0,27,14,3249,460,120447,11064,2042.25,0.6573004468048745,7,109383,0.273915,0.2707059582058145,834.2201513771108,0.6738744773544428,0,48.0
