applicant_id,ground_truth,bl_decision,bl_matches_ground,bl_stage_1,bl_stage_2,bl_stage_3,bl_stage_4,bl_time,bl_used_prior_context,bl_error
test_02084,1,REJECTED,0,pass,Very Good,Low,REJECTED,3.494503221419252,False,True
test_02085,0,REJECTED,1,pass,Good,High,REJECTED,3.371337276845316,False,False
test_02086,0,REJECTED,1,pass,Fair,High,REJECTED,3.3609180554102394,False,False
test_02087,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.5109650727230957,False,False
test_02088,1,APPROVED,1,pass,Fair,High,APPROVED,3.5119721265610715,False,False
test_02089,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.37410436795841,False,False
test_02090,1,REJECTED,0,pass,Good,Low,REJECTED,3.410304080777727,False,True
test_02091,1,APPROVED,1,pass,Fair,Low,APPROVED,3.506005212914778,False,False
test_02092,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.455082414190801,False,False
test_02093,1,APPROVED,1,pass,Good,High,APPROVED,3.5413169721450597,False,False
test_02094,0,REJECTED,1,pass,Very Good,High,REJECTED,3.446212529069201,False,False
test_02095,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.4853915875131025,False,False
test_02096,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.4519566731483167,False,False
test_02097,1,REJECTED,0,pass,Fair,High,REJECTED,3.538593099137009,False,True
test_02098,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.4297318184135217,False,False
test_02099,0,REJECTED,1,pass,Fair,Low,REJECTED,3.39595929103572,False,False
test_02100,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.415326772056199,False,False
test_02101,1,APPROVED,1,pass,Fair,High,APPROVED,3.5205550408330457,False,False
test_02102,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.4495877127024266,False,False
test_02103,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.4208504607004477,False,False
test_02104,1,APPROVED,1,pass,Excellent,High,APPROVED,3.4588520043618964,False,False
test_02105,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.3766459414553687,False,False
test_02106,1,APPROVED,1,pass,Good,Medium,APPROVED,3.3510718609251193,False,False
test_02107,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.406116936738698,False,False
test_02108,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.4710011439567086,False,False
test_02109,1,APPROVED,1,pass,Poor,Low,APPROVED,3.4923361539322775,False,False
test_02110,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.5153221932703933,False,False
test_02111,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.535332711878894,False,False
test_02112,0,REJECTED,1,pass,Poor,High,REJECTED,3.4324224693929537,False,False
test_02113,1,APPROVED,1,pass,Good,Medium,APPROVED,3.498103359911491,False,False
test_02114,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.3649345860396127,False,False
test_02115,0,REJECTED,1,pass,Fair,Low,REJECTED,3.361505999754416,False,False
test_02116,0,REJECTED,1,pass,Good,Low,REJECTED,3.3749595983972314,False,False
test_02117,1,REJECTED,0,pass,Poor,High,REJECTED,3.4397138195661525,False,True
test_02118,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.39225628769975,False,False
test_02119,1,REJECTED,0,pass,Good,High,REJECTED,3.4073849883875633,False,True
test_02120,1,REJECTED,0,pass,Excellent,Low,REJECTED,3.4795760347024602,False,True
test_02121,1,REJECTED,0,pass,Excellent,Low,REJECTED,3.421704435760569,False,True
test_02122,1,APPROVED,1,pass,Excellent,Very High,APPROVED,3.461474311543604,False,False
test_02123,0,REJECTED,1,pass,Poor,High,REJECTED,3.4324807513473186,False,False
test_02124,1,APPROVED,1,pass,Fair,Low,APPROVED,3.383793851103964,False,False
test_02125,1,APPROVED,1,pass,Fair,High,APPROVED,3.364803998051179,False,False
test_02126,1,APPROVED,1,pass,Good,Medium,APPROVED,3.3972462990619774,False,False
test_02127,0,APPROVED,0,pass,Very Good,High,APPROVED,3.361540093898209,False,True
test_02128,1,APPROVED,1,pass,Very Good,High,APPROVED,3.473722391977961,False,False
test_02129,0,REJECTED,1,pass,Very Good,High,REJECTED,3.50914352029322,False,False
test_02130,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.41794815364748,False,False
test_02131,0,REJECTED,1,pass,Fair,Low,REJECTED,3.4274222110704717,False,False
test_02132,1,APPROVED,1,pass,Good,High,APPROVED,3.5132382125518613,False,False
test_02133,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.3945225824747123,False,False
test_02134,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.3738320530389747,False,False
test_02135,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.450223623466217,False,False
test_02136,0,APPROVED,0,pass,Good,Low,APPROVED,3.4792380339066473,False,True
test_02137,1,REJECTED,0,pass,Poor,High,REJECTED,3.469930885009296,False,True
test_02138,0,REJECTED,1,pass,Good,Medium,REJECTED,3.492774609054836,False,False
test_02139,1,REJECTED,0,pass,Fair,Medium,REJECTED,3.361350236434605,False,True
test_02140,1,APPROVED,1,pass,Good,Low,APPROVED,3.4356403225516745,False,False
test_02141,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.397714104789139,False,False
test_02142,1,APPROVED,1,pass,Excellent,Very High,APPROVED,3.5018242519092047,False,False
test_02143,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.52454609681207,False,False
test_02144,0,REJECTED,1,pass,Fair,High,REJECTED,3.406267148161283,False,False
test_02145,1,APPROVED,1,pass,Very Good,High,APPROVED,3.3690436158138817,False,False
test_02146,0,REJECTED,1,pass,Good,High,REJECTED,3.4006855923982795,False,False
test_02147,0,REJECTED,1,pass,Good,Medium,REJECTED,3.370801697811784,False,False
test_02148,0,REJECTED,1,pass,Good,Very High,REJECTED,3.414484433222691,False,False
test_02149,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.457639715664365,False,False
test_02150,0,REJECTED,1,pass,Good,Very High,REJECTED,3.5447361908796413,False,False
test_02151,0,APPROVED,0,pass,Good,Low,APPROVED,3.429874050870272,False,True
test_02152,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.394007984770924,False,False
test_02153,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.383360348074167,False,False
test_02154,0,REJECTED,1,pass,Very Good,High,REJECTED,3.3846079532277353,False,False
test_02155,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.388519536652292,False,False
test_02156,0,REJECTED,1,pass,Fair,Low,REJECTED,3.5024534045074893,False,False
test_02157,0,REJECTED,1,pass,Fair,Low,REJECTED,3.362205542286484,False,False
test_02158,0,REJECTED,1,pass,Excellent,Very High,REJECTED,3.549480541388607,False,False
test_02159,1,APPROVED,1,pass,Fair,High,APPROVED,3.454537278233252,False,False
test_02160,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.458854378860165,False,False
test_02161,1,APPROVED,1,pass,Very Good,High,APPROVED,3.421512775739921,False,False
test_02162,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.488051071882424,False,True
test_02163,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.4442912681761597,False,False
test_02164,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.41581225699291,False,False
test_02165,1,APPROVED,1,pass,Good,Low,APPROVED,3.4030276807416087,False,False
test_02166,1,REJECTED,0,pass,Good,Medium,REJECTED,3.5351302413866517,False,True
test_02167,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.408197903010484,False,False
test_02168,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.4372786518859684,False,False
test_02169,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.4200682804232936,False,False
test_02170,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.3672357654856073,False,False
test_02171,0,APPROVED,0,pass,Good,Low,APPROVED,3.3871868788964536,False,True
test_02172,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.3879003950652766,False,False
test_02173,1,APPROVED,1,pass,Fair,Low,APPROVED,3.488729902877931,False,False
test_02174,0,APPROVED,0,pass,Good,Low,APPROVED,3.431317081993162,False,True
test_02175,1,REJECTED,0,pass,Good,Low,REJECTED,3.5063935126141317,False,True
test_02176,0,REJECTED,1,pass,Good,High,REJECTED,3.491790184866831,False,False
test_02177,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.3884099532792074,False,False
test_02178,1,APPROVED,1,pass,Very Good,High,APPROVED,3.46258338402402,False,False
test_02179,1,APPROVED,1,pass,Very Good,High,APPROVED,3.4985817692097605,False,False
test_02180,0,APPROVED,0,pass,Good,High,APPROVED,3.4766085846951444,False,True
test_02181,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.470003301617596,False,False
test_02182,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.4979221774801537,False,False
test_02183,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.3613561478512612,False,False
test_02184,1,APPROVED,1,pass,Excellent,High,APPROVED,3.4962843894722866,False,False
test_02185,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.4045310526306856,False,False
test_02186,1,APPROVED,1,pass,Fair,High,APPROVED,3.464374450901871,False,False
test_02187,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.3984609989393015,False,False
test_02188,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.5177635144413673,False,False
test_02189,1,REJECTED,0,pass,Excellent,Low,REJECTED,3.4461118708601512,False,True
test_02190,0,REJECTED,1,pass,Good,High,REJECTED,3.4785882424049968,False,False
test_02191,1,APPROVED,1,pass,Good,Medium,APPROVED,3.5088164086953455,False,False
test_02192,1,APPROVED,1,pass,Fair,Low,APPROVED,3.5290630510142726,False,False
test_02193,1,APPROVED,1,pass,Poor,Very High,APPROVED,3.496412419413868,False,False
test_02194,0,REJECTED,1,pass,Good,Low,REJECTED,3.379753715238081,False,False
test_02195,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.520906473917157,False,False
test_02196,0,REJECTED,1,pass,Very Good,High,REJECTED,3.4737155831731013,False,False
test_02197,1,APPROVED,1,pass,Fair,High,APPROVED,3.471889951676055,False,False
test_02198,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.534268111960984,False,False
test_02199,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.3997663111331766,False,False
test_02200,1,REJECTED,0,pass,Fair,Medium,REJECTED,3.3979175236988066,False,True
test_02201,0,REJECTED,1,pass,Good,Low,REJECTED,3.4526387109389924,False,False
test_02202,0,APPROVED,0,pass,Poor,Medium,APPROVED,3.500172613306973,False,True
test_02203,0,APPROVED,0,pass,Good,Medium,APPROVED,3.439448141645702,False,True
test_02204,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.4767782779784806,False,False
test_02205,1,APPROVED,1,pass,Poor,Low,APPROVED,3.4405049448445437,False,False
test_02206,0,REJECTED,1,pass,Very Good,High,REJECTED,3.472077436097394,False,False
test_02207,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.514452460522742,False,False
test_02208,0,REJECTED,1,pass,Good,Low,REJECTED,3.3860953392181847,False,False
test_02209,1,APPROVED,1,pass,Excellent,High,APPROVED,3.489075706801197,False,False
test_02210,1,APPROVED,1,pass,Good,Very High,APPROVED,3.5074851478676363,False,False
test_02211,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.4394222814963564,False,False
test_02212,0,REJECTED,1,pass,Good,Low,REJECTED,3.414646715413571,False,False
test_02213,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.3527088647848804,False,False
test_02214,1,APPROVED,1,pass,Fair,Very High,APPROVED,3.5094210044668186,False,False
test_02215,0,REJECTED,1,pass,Fair,High,REJECTED,3.4155877318071974,False,False
test_02216,1,APPROVED,1,pass,Very Good,High,APPROVED,3.42146189388161,False,False
test_02217,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.4172012326197625,False,False
test_02218,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.4497478661624674,False,False
test_02219,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.490499914643815,False,False
test_02220,1,APPROVED,1,pass,Fair,High,APPROVED,3.504372626200102,False,False
test_02221,1,APPROVED,1,pass,Fair,High,APPROVED,3.4285141440806317,False,False
test_02222,0,APPROVED,0,pass,Very Good,Very High,APPROVED,3.482620407009034,False,True
test_02223,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.494136850054263,False,True
test_02224,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.4093834663354765,False,False
test_02225,0,REJECTED,1,pass,Good,Medium,REJECTED,3.3693242939074186,False,False
test_02226,0,REJECTED,1,pass,Excellent,High,REJECTED,3.5289331441288923,False,False
test_02227,1,APPROVED,1,pass,Poor,High,APPROVED,3.4854231943563185,False,False
test_02228,0,REJECTED,1,pass,Fair,Low,REJECTED,3.479622081775258,False,False
test_02229,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.3617805030423957,False,False
test_02230,1,APPROVED,1,pass,Good,Medium,APPROVED,3.5135746115007853,False,False
test_02231,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.4632108312172107,False,False
test_02232,1,APPROVED,1,pass,Good,Very High,APPROVED,3.5195768834635133,False,False
test_02233,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.544912236747352,False,False
test_02234,1,APPROVED,1,pass,Very Good,High,APPROVED,3.541420064176048,False,False
test_02235,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.5212178692780416,False,False
test_02236,1,APPROVED,1,pass,Good,High,APPROVED,3.352189474766274,False,False
test_02237,0,REJECTED,1,pass,Good,Medium,REJECTED,3.527145441647391,False,False
test_02238,0,REJECTED,1,pass,Fair,High,REJECTED,3.365012462765529,False,False
test_02239,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.5202387940353534,False,False
test_02240,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.4060348137223246,False,False
test_02241,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.4720136677066735,False,False
test_02242,1,APPROVED,1,pass,Good,Medium,APPROVED,3.357613646229976,False,False
test_02243,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.5042363392236453,False,False
test_02244,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.3723412244465942,False,False
test_02245,1,APPROVED,1,pass,Good,Very High,APPROVED,3.432137634335154,False,False
test_02246,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.51348920046506,False,False
test_02247,1,APPROVED,1,pass,Fair,High,APPROVED,3.489069799301667,False,False
test_02248,1,APPROVED,1,pass,Fair,Very High,APPROVED,3.3512085393716133,False,False
test_02249,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.4306064669085097,False,False
test_02250,0,REJECTED,1,pass,Good,High,REJECTED,3.3583855033929018,False,False
test_02251,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.4846999721636935,False,False
test_02252,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.5437896983506643,False,False
test_02253,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.481052252460152,False,False
test_02254,1,REJECTED,0,pass,Good,Very High,REJECTED,3.3948744862235114,False,True
test_02255,1,APPROVED,1,pass,Good,Low,APPROVED,3.421046606413308,False,False
test_02256,1,APPROVED,1,pass,Good,Medium,APPROVED,3.5453301111316935,False,False
test_02257,0,REJECTED,1,pass,Good,Medium,REJECTED,3.39481048240647,False,False
test_02258,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.4623058146108883,False,False
test_02259,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.430090761736349,False,False
test_02260,1,APPROVED,1,pass,Excellent,High,APPROVED,3.5036630595856444,False,False
test_02261,1,APPROVED,1,pass,Fair,High,APPROVED,3.5234778543959773,False,False
test_02262,1,APPROVED,1,pass,Very Good,High,APPROVED,3.4181674548700594,False,False
test_02263,0,APPROVED,0,pass,Poor,Very High,APPROVED,3.4820792727398766,False,True
test_02264,1,APPROVED,1,pass,Fair,High,APPROVED,3.4598095395035453,False,False
test_02265,1,APPROVED,1,pass,Good,Low,APPROVED,3.405688898011087,False,False
test_02266,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.4043881605626005,False,False
test_02267,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.457726329506461,False,False
test_02268,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.38080057470646,False,False
test_02269,1,APPROVED,1,pass,Good,Medium,APPROVED,3.512161979296494,False,False
test_02270,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.3638009678400804,False,False
test_02271,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.3689148972416634,False,False
test_02272,0,REJECTED,1,pass,Excellent,Very High,REJECTED,3.4184452617854535,False,False
test_02273,1,APPROVED,1,pass,Good,Low,APPROVED,3.373618351639427,False,False
test_02274,1,APPROVED,1,pass,Good,Very High,APPROVED,3.4451400042510985,False,False
test_02275,1,APPROVED,1,pass,Good,Medium,APPROVED,3.4299351780883742,False,False
test_02276,1,APPROVED,1,pass,Very Good,High,APPROVED,3.494361959177143,False,False
test_02277,1,APPROVED,1,pass,Very Good,High,APPROVED,3.540600831041944,False,False
test_02278,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.500711716947825,False,False
test_02279,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.385889732576121,False,False
test_02280,0,APPROVED,0,pass,Fair,Medium,APPROVED,3.5371042570928806,False,True
test_02281,0,REJECTED,1,pass,Good,Medium,REJECTED,3.428426686510613,False,False
test_02282,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.4448378721853827,False,False
test_02283,0,REJECTED,1,pass,Fair,High,REJECTED,3.434315247474127,False,False
test_02284,0,APPROVED,0,pass,Very Good,Low,APPROVED,3.4061094046575437,False,True
test_02285,0,REJECTED,1,pass,Good,Low,REJECTED,3.5290088575594964,False,False
test_02286,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.416447773179323,False,False
test_02287,0,APPROVED,0,pass,Good,Low,APPROVED,3.4657192939359094,False,True
test_02288,0,APPROVED,0,pass,Poor,High,APPROVED,3.398006716874866,False,True
test_02289,0,REJECTED,1,pass,Good,Low,REJECTED,3.509475074954036,False,False
test_02290,1,REJECTED,0,pass,Excellent,Medium,REJECTED,3.5048397319058373,False,True
test_02291,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.409262427689409,False,False
test_02292,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.4863108146286907,False,False
test_02293,1,APPROVED,1,pass,Very Good,High,APPROVED,3.49077470661899,False,False
test_02294,0,APPROVED,0,pass,Fair,Medium,APPROVED,3.462502283220953,False,True
test_02295,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.470119676454334,False,False
test_02296,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.464890927658159,False,False
test_02297,0,APPROVED,0,pass,Excellent,Medium,APPROVED,3.366372880798969,False,True
test_02298,0,REJECTED,1,pass,Fair,Low,REJECTED,3.4840530689427567,False,False
test_02299,0,REJECTED,1,pass,Very Good,High,REJECTED,3.4439550019677383,False,False
test_02300,1,APPROVED,1,pass,Fair,Very High,APPROVED,3.4376914561082828,False,False
test_02301,1,APPROVED,1,pass,Good,High,APPROVED,3.52199984375636,False,False
test_02302,1,APPROVED,1,pass,Good,Low,APPROVED,3.3546453426922236,False,False
test_02303,0,APPROVED,0,pass,Fair,Very High,APPROVED,3.400262983591751,False,True
test_02304,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.3742806999685495,False,False
test_02305,0,REJECTED,1,pass,Good,High,REJECTED,3.357068208921945,False,False
test_02306,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.4051353995351894,False,False
test_02307,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.5476952545589353,False,False
test_02308,0,REJECTED,1,pass,Good,Very High,REJECTED,3.4040458346415146,False,False
test_02309,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.482741163959154,False,False
test_02310,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.3736597780081445,False,False
test_02311,1,REJECTED,0,pass,Good,Medium,REJECTED,3.470369526009446,False,True
test_02312,0,REJECTED,1,pass,Good,Very High,REJECTED,3.5468962966276623,False,False
test_02313,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.408367504692093,False,False
test_02314,1,REJECTED,0,pass,Very Good,High,REJECTED,3.5196151232751163,False,True
test_02315,0,APPROVED,0,pass,Poor,Medium,APPROVED,3.5495142760733067,False,True
test_02316,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.4677108177441487,False,False
test_02317,0,APPROVED,0,pass,Good,Low,APPROVED,3.411880220085607,False,True
test_02318,0,REJECTED,1,pass,Good,High,REJECTED,3.4847062519798313,False,False
test_02319,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.5189696412537237,False,False
test_02320,1,APPROVED,1,pass,Good,Medium,APPROVED,3.3842700485923958,False,False
test_02321,1,APPROVED,1,pass,Good,Medium,APPROVED,3.4405031527682906,False,False
test_02322,1,APPROVED,1,pass,Good,Very High,APPROVED,3.413837542024768,False,False
test_02323,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.406671799392476,False,False
test_02324,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.5221642521480345,False,False
test_02325,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.434330801364368,False,False
test_02326,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.4178152683607825,False,False
test_02327,0,REJECTED,1,pass,Good,Low,REJECTED,3.4707021082852028,False,False
test_02328,1,APPROVED,1,pass,Good,Medium,APPROVED,3.3938803159274764,False,False
test_02329,0,REJECTED,1,pass,Excellent,Very High,REJECTED,3.3959786981136157,False,False
test_02330,0,REJECTED,1,pass,Excellent,High,REJECTED,3.4540577461743007,False,False
test_02331,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.431854545729237,False,False
test_02332,1,APPROVED,1,pass,Good,Low,APPROVED,3.408996476784465,False,False
test_02333,1,APPROVED,1,pass,Good,High,APPROVED,3.3607902264548204,False,False
test_02334,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.4541548477277044,False,False
test_02335,0,APPROVED,0,pass,Fair,High,APPROVED,3.5133218411202147,False,True
test_02336,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.5202754410572115,False,False
test_02337,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.397087995945216,False,False
test_02338,0,REJECTED,1,pass,Good,Medium,REJECTED,3.4699282407894976,False,False
test_02339,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.521176261892588,False,False
test_02340,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.4317451856552528,False,False
test_02341,0,REJECTED,1,pass,Good,Medium,REJECTED,3.5364273634615055,False,False
test_02342,0,APPROVED,0,pass,Good,Low,APPROVED,3.5305957058259105,False,True
test_02343,0,REJECTED,1,pass,Fair,High,REJECTED,3.391626779483762,False,False
test_02344,1,APPROVED,1,pass,Good,Very High,APPROVED,3.401792966580041,False,False
test_02345,1,REJECTED,0,pass,Excellent,Medium,REJECTED,3.3860883997291937,False,True
test_02346,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.3892108702909405,False,False
test_02347,0,REJECTED,1,pass,Poor,Very High,REJECTED,3.5315724174346994,False,False
test_02348,1,REJECTED,0,pass,Good,Medium,REJECTED,3.5362275818385243,False,True
test_02349,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.360379448237026,False,False
test_02350,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.4687206711344407,False,False
test_02351,1,REJECTED,0,pass,Good,High,REJECTED,3.4628463125715143,False,True
test_02352,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.428109529344892,False,False
test_02353,1,REJECTED,0,pass,Good,High,REJECTED,3.4763395185646213,False,True
test_02354,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.53947356510217,False,False
test_02355,0,REJECTED,1,pass,Poor,Low,REJECTED,3.384050976544429,False,False
test_02356,1,APPROVED,1,pass,Good,High,APPROVED,3.374082181943291,False,False
test_02357,0,REJECTED,1,pass,Good,Medium,REJECTED,3.356678114165795,False,False
test_02358,1,APPROVED,1,pass,Poor,Low,APPROVED,3.4227666615680286,False,False
test_02359,0,REJECTED,1,pass,Good,High,REJECTED,3.417525695415573,False,False
test_02360,0,REJECTED,1,pass,Excellent,Very High,REJECTED,3.436163937631729,False,False
test_02361,0,REJECTED,1,pass,Good,Very High,REJECTED,3.4506620061761897,False,False
test_02362,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.5015647988060907,False,False
test_02363,0,REJECTED,1,pass,Good,Very High,REJECTED,3.4284226780915037,False,False
test_02364,1,APPROVED,1,pass,Good,Low,APPROVED,3.4161226218722467,False,False
test_02365,0,REJECTED,1,pass,Good,Medium,REJECTED,3.5153757640519254,False,False
test_02366,0,APPROVED,0,pass,Very Good,High,APPROVED,3.519959334130731,False,True
test_02367,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.3965531928586707,False,False
test_02368,0,REJECTED,1,pass,Good,High,REJECTED,3.4129343645422616,False,False
test_02369,1,REJECTED,0,pass,Fair,High,REJECTED,3.5150232741820173,False,True
test_02370,1,APPROVED,1,pass,Good,Medium,APPROVED,3.365881648859553,False,False
test_02371,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.4151693560781475,False,False
test_02372,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.439670021408172,False,False
test_02373,0,APPROVED,0,pass,Poor,Medium,APPROVED,3.3874143230401144,False,True
test_02374,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.3859828393221396,False,False
test_02375,0,APPROVED,0,pass,Excellent,Medium,APPROVED,3.434972411602706,False,True
test_02376,0,APPROVED,0,pass,Fair,Low,APPROVED,3.5009043449469712,False,True
test_02377,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.5180465959095253,False,False
test_02378,0,REJECTED,1,pass,Poor,High,REJECTED,3.5458470185072346,False,False
test_02379,1,APPROVED,1,pass,Fair,High,APPROVED,3.364796810018344,False,False
test_02380,1,APPROVED,1,pass,Good,High,APPROVED,3.3933364402291986,False,False
test_02381,1,APPROVED,1,pass,Good,High,APPROVED,3.5013259684768396,False,False
test_02382,1,REJECTED,0,pass,Excellent,Medium,REJECTED,3.4581197412111324,False,True
test_02383,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.4155359547924835,False,False
test_02384,0,REJECTED,1,pass,Good,Very High,REJECTED,3.3911179322494487,False,False
test_02385,1,APPROVED,1,pass,Good,Low,APPROVED,3.40609551032849,False,False
test_02386,0,REJECTED,1,pass,Good,Low,REJECTED,3.4358577900601905,False,False
test_02387,1,APPROVED,1,pass,Fair,Very High,APPROVED,3.3854302439012067,False,False
test_02388,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.54284519117535,False,False
test_02389,1,APPROVED,1,pass,Good,Very High,APPROVED,3.3715176889199747,False,False
test_02390,0,REJECTED,1,pass,Excellent,Very High,REJECTED,3.5471154868978436,False,False
test_02391,0,APPROVED,0,pass,Good,Medium,APPROVED,3.5183786572001345,False,True
test_02392,0,REJECTED,1,pass,Fair,High,REJECTED,3.434630323502748,False,False
test_02393,0,REJECTED,1,pass,Good,Medium,REJECTED,3.497963266877642,False,False
test_02394,1,APPROVED,1,pass,Poor,Low,APPROVED,3.484303048739277,False,False
test_02395,0,REJECTED,1,pass,Very Good,High,REJECTED,3.3926573835897864,False,False
test_02396,0,REJECTED,1,pass,Good,Medium,REJECTED,3.4178140172237894,False,False
test_02397,0,REJECTED,1,pass,Very Good,High,REJECTED,3.4526245125610915,False,False
test_02398,1,REJECTED,0,pass,Good,Medium,REJECTED,3.477568835977545,False,True
test_02399,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.4585789962713243,False,False
